,Title,Type,Episodes,Status,Start_Airing,End_Airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites,Description
400,D-Frag!*,OVA,1,Finished Airing,"Sep 22, 2014",-,-,-,Media Factory,add some,Brain's Base,Manga,"Comedy,Game,Seinen",24 min.,PG-13 - Teens 13 or older,7.42,2001,"45,813",27,"After Sakura Mizukami shows up at the Kazama household to ask for a favor, Kenji Kazama and his sister Noe end up unwillingly participating in a footrace at the local shrine. Intent on winning the prize—spring water that only appears once per year—Sakura recruited the Kazama siblings to guarantee her victory. But when Sakura's clubmates, Chitose Karasuyama and Roka Shibasaki, enter the race as well, the girls' competitive energy is unleashed and the contest immediately develops into an all out battle where no victor is certain. What's more, Noe, fed up with Sakura's constant teasing, has no interest in helping her win, and the battle rages not only on the field, but between the divided team members.[Written by MAL Rewrite]"
401,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,TV,13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013",-,"<a href=""https://myanimelist.net/anime/season/2013/summer"">Summer 2013</a>",Fridays at 01:35 (JST),"Geneon Universal Entertainment,Studio Hibari,Mainichi Broadcasting System,Showgate,Funimation",Funimation,Lerche,Game,"Mystery,Psychological,School",24 min. per ep.,R - 17+ (violence & profanity),7.42,2002,"515,545","6,604","Hope's Peak Academy is an elite high school that accepts only the most talented students. Individuals who successfully enroll receive their own unique titles, suitably reflective of their skills and traits. Of the fifteen candidates admitted to the peculiar school that year, Makoto Naegi is a completely ordinary individual who has been accepted by sheer chance, with the title of ""Super High School-Level Luck.""Naegi and his fellow classmates are initially ecstatic to be chosen to study at this prestigious institution, but these feelings of happiness are short-lived. They are soon confronted by Monokuma, the principal and resident bear, who traps them inside the school. The pupils' hopes of escape and graduation hinge on one of them successfully murdering one of their peers without being discovered. However, if the killer is caught, he or she will be executed, and the remaining survivors will be left to continue the deathmatch until only a single victor remains.[Written by MAL Rewrite]"
402,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,OVA,1,Finished Airing,"Apr 16, 2011",-,-,-,"Shogakukan Productions,Tokyo Movie Shinsha,Toho",add some,TMS Entertainment,Unknown,"Adventure,Police,Comedy,Mystery,Shounen",25 min.,PG-13 - Teens 13 or older,7.42,2003,"7,311",9,Another Detective Conan Magic File.
403,Fairy Tail OVA (2016),OVA,3,Finished Airing,"May 17, 2016 to Dec 16, 2016",-,-,-,,add some,A-1 Pictures,Manga,"Comedy,Magic,Ecchi,Fantasy,Shounen",27 min. per ep.,PG-13 - Teens 13 or older,7.42,2004,"50,087",178,"OVAs adapting the 4 omake chapters of the same name and bundled with the special edition of the 55th, 58th and 59th volumes of the manga."
404,Haha wo Tazunete Sanzenri,TV,52,Finished Airing,"Jan 4, 1976 to Dec 26, 1976",-,"<a href=""https://myanimelist.net/anime/season/1976/winter"">Winter 1976</a>",Sundays at 19:30 (JST),,add some,Nippon Animation,Book,"Adventure,Drama,Historical,Slice of Life",26 min. per ep.,G - All Ages,7.42,2005,"6,267",20,"Based on a short section of the novel Cuore by the Italian Edmondo de Amicis, Marco is a young boy living in Genoa, Italy, together with his father Pietro. But the family is not complete, for Marco`s mother left for Argentina around a year earlier in order to find work. Letters from her arrive regularly until one day they suddenly stop. Worry for his mother and what might have happened to her overcomes the young boy. Marco thus decides to embark upon a journey to Argentina in the hope of being reunited with his mother. At first, Pietro is opposed to Marco`s plan, but moved by his son's enthusiasm, he eventually allows the boy to go. So begins Marco`s long journey of the heart. Marco encounters many people throughout his travels, and finds maturity and self-acceptance as a result of his experiences.(Source: Nippon Animation)"
405,Hetalia Axis Powers Fan Disc,OVA,1,Finished Airing,"May 25, 2010",-,-,-,"Frontier Works,Funimation",Funimation,Studio Deen,Web manga,"Comedy,Historical,Parody",10 min.,PG-13 - Teens 13 or older,7.42,2006,"10,745",30,"The Fan Disc includes the unaired episode ""Ore-sama Nikki Sono 2"""
406,Initial D Extra Stage,OVA,2,Finished Airing,"Mar 22, 2001",-,-,-,"OB Planning,Fuji TV,Funimation,Tokyopop",Funimation,Pastel,Manga,"Action,Cars,Sports,Drama,Seinen",27 min. per ep.,R+ - Mild Nudity,7.42,2007,"27,061",43,"The Lancer EVO-driving group ""Emperor"" have defeated every racing team they've met in the Gunma region. Now they're out to challenge the duo of Mako and Sayuki and their SilEighty - the Impact Blue of Usui Mountain. (Source: ANN)"
407,Kishibe Rohan wa Ugokanai,OVA,3,Currently Airing,"Sep 20, 2017 to ?",-,-,-,"Warner Bros. Japan,Shueisha",add some,David Production,Manga,"Action,Mystery,Supernatural,Shounen",23 min. per ep.,R - 17+ (violence & profanity),7.42,2008,"27,729",38,"Rohan Kishibe accompanies Kyouka Izumi, a manga magazine editor, to a buy house at a village far off from civilization. They soon discover the village is home to a group of millionaires who had all mysteriously become rich at the age of 25. Rohan and Izumi enter one of the houses, only to realize they they are trapped by a mysterious power that won't let them progress unless they follow specific rules lest they suffer the consequences.(Source: JoJo Wiki)"
408,Kure-nai,TV,12,Finished Airing,"Apr 4, 2008 to Jun 20, 2008",-,"<a href=""https://myanimelist.net/anime/season/2008/spring"">Spring 2008</a>",Unknown,"Yomiko Advertising,Pony Canyon,Half H.P Studio,Shueisha,Sentai Filmworks",Sentai Filmworks,Brain's Base,Light novel,"Comedy,Drama,Martial Arts",25 min. per ep.,PG-13 - Teens 13 or older,7.42,2009,"74,367",230,"Shinkurou Kurenai is a 16-year-old student by day and a dispute mediator by night. Though kind-hearted and patient, due to his tragic past, he has trained for years to live on. Now, despite his unimposing appearance, he is a strong martial artist, who also possesses a strange power.While taking various jobs for his employer, Benika Juuzawa, one assignment leads Shinkurou to live with Murasaki Kuhouin as her bodyguard. Murasaki is the seven-year-old daughter of a plutocratic family, who escaped her home under peculiar circumstances with Benika's help. Commoner life, in her eyes, seems bizarre. However, by interacting with her neighbors, she grows more accustomed to the daily routine, and rids herself of her snobbish behavior, gradually growing attached to Shinkurou.Though many details of the job remain unclear, Shinkurou still strives to protect the young lady. But to make things more complicated, he also lacks a crucial fact—what is the real threat against Murasaki?[Written by MAL Rewrite]"
409,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,OVA,1,Finished Airing,"Aug 28, 2013",-,-,-,,add some,J.C.Staff,Visual novel,"Slice of Life,Comedy,School",24 min.,PG-13 - Teens 13 or older,7.42,2010,"22,576",28,"A special unaired episode of Little Busters! sent to those who bought all 9 BD/DVD volumes of the anime. This episode includes the story about ""Mask the Saitou."""
410,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,TV,13,Finished Airing,"Jul 7, 2019 to Sep 29, 2019",-,"<a href=""https://myanimelist.net/anime/season/2019/summer"">Summer 2019</a>",Sundays at 00:00 (JST),"Aniplex,Notes,Aniplex of America",Aniplex of America,TROYCA,Light novel,"Fantasy,Mystery,Supernatural",23 min. per ep.,R - 17+ (violence & profanity),7.42,2011,"81,333",236,"Ten years after facing defeat in the Fourth Holy Grail War, Waver Velvet, now Lord El Melloi II, teaches classes at the Clock Tower—the center of education for mages. However, his new status as ""Lord"" comes with a caveat: obey the orders of Reines, the younger sister of the deceased Kayneth El Melloi, until she is old enough to rule the House of El Melloi.Waver, along with his mysterious apprentice Gray, takes on a series of cases assigned by Reines and the Mages Association. With each case proving to be more complex than the last, could there be more to the Clock Tower than meets the eye, and what secrets does Reines hide?[Written by MAL Rewrite]"
411,Love Lab,TV,13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013",-,"<a href=""https://myanimelist.net/anime/season/2013/summer"">Summer 2013</a>",Fridays at 02:05 (JST),"Aniplex,Dentsu,Mainichi Broadcasting System,Sentai Filmworks",Sentai Filmworks,Doga Kobo,Manga,"Comedy,Romance,School",24 min. per ep.,PG-13 - Teens 13 or older,7.42,2012,"134,154",481,"At Fujisaki Girls Academy, student council president Natsuo Maki is the epitome of grace and perfection, admired by all the young girls who attend the school. One day, Riko Kurahashi walks into the student council room on an errand, only to discover Natsuo practicing her kissing techniques on a pillow, an act that is neither graceful nor elegant. Riko soon discovers that Natsuo desires more romance in her life, leading her to practice ""romantic situations"" in secret.Sympathizing with her, Riko agrees to help Natsuo with her love research. Named ""Love Lab,"" the project practices the essentials of love and romance, such as bumping into each other ""accidentally"" and holding hands. Soon, the entire student council joins in on the fun in the Love Lab too! Through their research and real life encounters, what will they learn about romance?Weaving together funny characters and comedic situations, <i>Love Lab</i> builds a story of friendship and romance, while never missing a beat with the laughter.[Written by MAL Rewrite]"
412,Mardock Scramble: The Second Combustion,Movie,1,Finished Airing,"Sep 3, 2011",-,-,-,"Aniplex,Starchild Records,Sentai Filmworks",Sentai Filmworks,GoHands,Novel,"Action,Psychological,Sci-Fi",1 hr. 4 min.,R+ - Mild Nudity,7.42,2013,"32,899",48,"Rune Balot is weeping and trying to save both herself and a severely injured Oeufcoque from Shell's assassin Boiled. Luckily for her, Doctor Easter finally shows up in the Humpty Dumpty – a special militarized vehicle made for protecting those in Welfare cases if their lives are threatened. From there they go to Paradise, where the Scramble 09 technology (and Boiled's rebirth) was developed. All of the secrets of the past of Mardock City (and possibly its future) are revealed in this riveting second part of the Mardock Scramble series, upping the stakes and making Balot choose between justice for herself or peace within Paradise instead.(Source: the witch of theatregoing)"
413,Maria-sama ga Miteru 3rd Specials,Special,5,Finished Airing,"Dec 29, 2006 to Jul 25, 2007",-,-,-,Nozomi Entertainment,Nozomi Entertainment,Studio Deen,Light novel,Comedy,2 min. per ep.,PG - Children,7.42,2014,"6,018",4,"A series of chibi-style ""outtakes"" from the ""shooting"" of the Mariamite series."
414,Mayo Chiki!,TV,13,Finished Airing,"Jul 8, 2011 to Sep 30, 2011",-,"<a href=""https://myanimelist.net/anime/season/2011/summer"">Summer 2011</a>",Unknown,"Starchild Records,Media Factory,TBS,DAX Production,PRA,RAY,Sentai Filmworks",Sentai Filmworks,feel.,Light novel,"Harem,Comedy,Romance,Ecchi,School",24 min. per ep.,R+ - Mild Nudity,7.42,2015,"317,732","1,668","Due to his mother and sister, who both love professional wrestling, Kinjirou Sakamachi developed a resilient body that could take hard punches, aggressive kicks, and even deadly vehicle bumps, in order to survive their various grappling positions and locks. However, he also developed gynophobia, an abnormal fear of women. With just one touch from a girl, his nose bleeds uncontrollably, he sweats excessively, and in rare cases, faints abruptly.His life changes for the worse because of a fated meeting in the restroom. While trying to escape from a girl, he discovers that the most popular student in their school, Subaru Konoe—the butler of the headmaster’s daughter, Kanade Suzutsuki—is actually female! Surprised, Subaru violently assaults Kinjirou, dealing significant damage and knocking him unconscious. When he comes to, he meets Kanade. In exchange for his silence, she promises to help cure his phobia.[Written by MAL Rewrite]"
415,Naruto: Shippuuden - Sunny Side Battle,Special,1,Finished Airing,"Oct 6, 2013",-,-,-,,add some,Studio Pierrot,Original,"Action,Comedy,Super Power,Martial Arts,Shounen",11 min.,PG-13 - Teens 13 or older,7.42,2016,"29,429",80,"A comedy-filled filler with a plot revolving around the two Uchiha Brothers, Mangekyo Sharingan, chickens, and fried eggs."
416,Outbreak Company,TV,12,Finished Airing,"Oct 4, 2013 to Dec 20, 2013",-,"<a href=""https://myanimelist.net/anime/season/2013/fall"">Fall 2013</a>",Unknown,"Pony Canyon,TBS,Kodansha,Movic,DAX Production,Sentai Filmworks",Sentai Filmworks,feel.,Light novel,"Harem,Comedy,Parody,Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,7.42,2017,"231,749",778,"Shinichi Kanou is a shut-in otaku with a vast knowledge of anime, manga, and video games. One day, after applying for a job in hopes of escaping his secluded lifestyle, he is kidnapped and transported to the Eldant Empire—a fantasy world filled with elves, dragons, and dwarves. Trapped in this strange land, Shinichi is given an unlikely task by the Japanese government: to spread otaku culture across the realm by becoming an ""Otaku Missionary.""To accomplish his mission, Shinichi has the full support of the Japanese government, as well as the half-elf maid Myucel and Princess Petralka of the Eldant Empire. Together with this ragtag bunch, he will overcome the obstacles of politics, social classes, and ethnic discrimination to promote the ways of the otaku in this holy land.[Written by MAL Rewrite]"
